baseline_subtracted_value,background_subtracted_value,fluorescence_value,channel,well_num,cycle_num
-14684,865782,198009,1,1,1
-3834,876631,200483,1,1,2
-1212,879254,201081,1,1,3
-1107,879359,201105,1,1,4
-2449,878017,200799,1,1,5
-1480,878986,201020,1,1,6
-1852,878613,200935,1,1,7
-2528,877938,200781,1,1,8
642,881109,201504,1,1,9
160,880626,201394,1,1,10
10,880477,201360,1,1,11
-388,880078,201269,1,1,12
383,880850,201445,1,1,13
-252,880214,201300,1,1,14
146,880613,201391,1,1,15
-975,879490,201135,1,1,16
-2032,878433,200894,1,1,17
-831,879635,201168,1,1,18
-1501,878964,201015,1,1,19
471,880937,201465,1,1,20
361,880828,201440,1,1,21
-721,879745,201193,1,1,22
-3313,877153,200602,1,1,23
-1721,878745,200965,1,1,24
2098,882564,201836,1,1,25
774,881240,201534,1,1,26
949,881415,201574,1,1,27
774,881240,201534,1,1,28
-10,880455,201355,1,1,29
721,881187,201522,1,1,30
309,880775,201428,1,1,31
138,880604,201389,1,1,32
-1721,878745,200965,1,1,33
-2488,877977,200790,1,1,34
-1712,878754,200967,1,1,35
-668,879797,201205,1,1,36
984,881451,201582,1,1,37
2260,882727,201873,1,1,38
5996,886463,202725,1,1,39
20350,900816,205998,1,1,40
-9455,821647,220331,1,2,1
-2977,828126,222063,1,2,2
157,831260,222901,1,2,3
852,831956,223087,1,2,4
3,831107,222860,1,2,5
-29,831073,222851,1,2,6
71,831174,222878,1,2,7
478,831582,222987,1,2,8
976,832079,223120,1,2,9
-3,831099,222858,1,2,10
-392,830710,222754,1,2,11
-1526,829577,222451,1,2,12
-1488,829614,222461,1,2,13
-1245,829857,222526,1,2,14
-2038,829064,222314,1,2,15
-845,830258,222633,1,2,16
-568,830534,222707,1,2,17
1746,832850,223326,1,2,18
7903,839006,224972,1,2,19
20332,851435,228295,1,2,20
44845,875949,234849,1,2,21
80879,911983,244483,1,2,22
128141,959245,257119,1,2,23
182087,1013191,271542,1,2,24
240970,1072074,287285,1,2,25
298372,1129476,302632,1,2,26
353362,1184465,317334,1,2,27
403833,1234936,330828,1,2,28
449969,1281073,343163,1,2,29
489695,1320798,353784,1,2,30
526660,1357763,363667,1,2,31
558403,1389507,372154,1,2,32
587705,1418808,379988,1,2,33
613086,1444190,386774,1,2,34
634469,1465573,392491,1,2,35
649457,1480560,396498,1,2,36
665704,1496808,400842,1,2,37
678657,1509760,404305,1,2,38
690368,1521471,407436,1,2,39
699595,1530698,409903,1,2,40
-4710,769997,209743,1,3,1
20,774728,211027,1,3,2
2772,777480,211774,1,3,3
2599,777307,211727,1,3,4
1453,776161,211416,1,3,5
1177,775885,211341,1,3,6
1070,775778,211312,1,3,7
134,774842,211058,1,3,8
-134,774573,210985,1,3,9
-576,774131,210865,1,3,10
-1092,773615,210725,1,3,11
-1958,772749,210490,1,3,12
-2507,772200,210341,1,3,13
-2753,771954,210274,1,3,14
-3501,771206,210071,1,3,15
-3929,770778,209955,1,3,16
-2882,771825,210239,1,3,17
421,775129,211136,1,3,18
6751,781459,212854,1,3,19
20224,794931,216511,1,3,20
42903,817611,222667,1,3,21
76068,850775,231669,1,3,22
119426,894134,243438,1,3,23
169560,944268,257046,1,3,24
220872,995580,270974,1,3,25
272034,1046742,284861,1,3,26
319891,1094599,297851,1,3,27
364601,1139309,309987,1,3,28
407249,1181957,321563,1,3,29
443803,1218511,331485,1,3,30
476116,1250824,340256,1,3,31
505048,1279756,348109,1,3,32
530674,1305382,355065,1,3,33
552378,1327086,360956,1,3,34
567751,1342459,365129,1,3,35
583781,1358489,369480,1,3,36
597236,1371943,373132,1,3,37
607831,1382539,376008,1,3,38
616691,1391399,378413,1,3,39
623555,1398263,380276,1,3,40
842,885018,219413,1,4,1
6137,890313,220721,1,4,2
7372,891548,221026,1,4,3
6890,891066,220907,1,4,4
5109,889285,220467,1,4,5
3190,887366,219993,1,4,6
2064,886240,219715,1,4,7
1789,885965,219647,1,4,8
615,884791,219357,1,4,9
-615,883560,219053,1,4,10
-1728,882447,218778,1,4,11
-3720,880455,218286,1,4,12
-5121,879054,217940,1,4,13
-5582,878593,217826,1,4,14
-6680,877496,217555,1,4,15
-6943,877232,217490,1,4,16
-7627,876548,217321,1,4,17
-4635,879540,218060,1,4,18
2473,886649,219816,1,4,19
17133,901309,223437,1,4,20
42457,926633,229692,1,4,21
81298,965474,239286,1,4,22
129395,1013571,251166,1,4,23
183819,1067995,264609,1,4,24
240098,1124274,278510,1,4,25
295004,1179180,292072,1,4,26
347700,1231876,305088,1,4,27
397716,1281892,317442,1,4,28
443549,1327725,328763,1,4,29
486532,1370709,339380,1,4,30
522823,1407000,348344,1,4,31
556422,1440598,356643,1,4,32
585357,1469533,363790,1,4,33
611296,1495472,370197,1,4,34
631729,1515905,375244,1,4,35
649292,1533468,379582,1,4,36
665462,1549638,383576,1,4,37
678275,1562451,386741,1,4,38
689935,1574111,389621,1,4,39
696016,1580192,391123,1,4,40
7704,840171,225736,1,5,1
11090,843557,226642,1,5,2
11651,844117,226792,1,5,3
10066,842533,226368,1,5,4
7427,839894,225662,1,5,5
5604,838070,225174,1,5,6
3245,835712,224543,1,5,7
379,832846,223776,1,5,8
-827,831639,223453,1,5,9
-2950,829516,222885,1,5,10
-3541,828925,222727,1,5,11
-5278,827187,222262,1,5,12
-5088,827378,222313,1,5,13
-4632,827834,222435,1,5,14
-379,832087,223573,1,5,15
7457,839924,225670,1,5,16
22167,854634,229606,1,5,17
48844,881311,236744,1,5,18
85615,918082,246583,1,5,19
133154,965621,259303,1,5,20
183189,1015656,272691,1,5,21
234607,1067074,286449,1,5,22
284941,1117408,299917,1,5,23
333940,1166407,313028,1,5,24
379681,1212148,325267,1,5,25
420739,1253206,336253,1,5,26
457903,1290370,346197,1,5,27
491382,1323849,355155,1,5,28
522521,1354988,363487,1,5,29
549684,1382150,370755,1,5,30
571483,1403950,376588,1,5,31
590570,1423036,381695,1,5,32
606528,1438995,385965,1,5,33
619545,1452012,389448,1,5,34
631299,1463766,392593,1,5,35
641972,1474439,395449,1,5,36
650609,1483076,397760,1,5,37
657165,1489631,399514,1,5,38
663118,1495585,401107,1,5,39
667636,1500103,402316,1,5,40
10318,854483,247941,1,6,1
8207,852373,247331,1,6,2
9152,853317,247604,1,6,3
6055,850220,246709,1,6,4
4775,848940,246339,1,6,5
2858,847023,245785,1,6,6
2183,846348,245590,1,6,7
294,844459,245044,1,6,8
-1878,842286,244416,1,6,9
-3190,840975,244037,1,6,10
-4269,839895,243725,1,6,11
-4588,839577,243633,1,6,12
-5377,838788,243405,1,6,13
-3844,840321,243848,1,6,14
-294,843871,244874,1,6,15
7003,851169,246983,1,6,16
21484,865650,251168,1,6,17
47840,892006,258785,1,6,18
85875,930040,269777,1,6,19
133010,977175,283399,1,6,20
185062,1029227,298442,1,6,21
238473,1082639,313878,1,6,22
290550,1134715,328928,1,6,23
339380,1183546,343040,1,6,24
386404,1230570,356630,1,6,25
429691,1273857,369140,1,6,26
467390,1311556,380035,1,6,27
501231,1345397,389815,1,6,28
532055,1376220,398723,1,6,29
557927,1402092,406200,1,6,30
580560,1424725,412741,1,6,31
599574,1443739,418236,1,6,32
614407,1458573,422523,1,6,33
628591,1472756,426622,1,6,34
639546,1483711,429788,1,6,35
648466,1492632,432366,1,6,36
657221,1501386,434896,1,6,37
664875,1509040,437108,1,6,38
670466,1514632,438724,1,6,39
673151,1517317,439500,1,6,40
1578,940910,256375,1,7,1
-948,938384,255689,1,7,2
403,939735,256056,1,7,3
-488,938844,255814,1,7,4
-874,938457,255709,1,7,5
-2248,937083,255336,1,7,6
-454,938877,255823,1,7,7
2395,941728,256597,1,7,8
3673,943006,256944,1,7,9
-215,939117,255888,1,7,10
-580,938752,255789,1,7,11
-2473,936859,255275,1,7,12
-1423,937908,255560,1,7,13
215,939547,256005,1,7,14
4811,944144,257253,1,7,15
15791,955123,260234,1,7,16
35944,975277,265706,1,7,17
67508,1006841,274276,1,7,18
107241,1046574,285064,1,7,19
154536,1093868,297905,1,7,20
201823,1141155,310744,1,7,21
246498,1185831,322874,1,7,22
291697,1231029,335146,1,7,23
334155,1273488,346674,1,7,24
375472,1314805,357892,1,7,25
413235,1352567,368145,1,7,26
446997,1386330,377312,1,7,27
477397,1416730,385566,1,7,28
505043,1444375,393072,1,7,29
530655,1469987,400026,1,7,30
550819,1490152,405501,1,7,31
567861,1507193,410128,1,7,32
582103,1521436,413995,1,7,33
595215,1534548,417555,1,7,34
606526,1545858,420626,1,7,35
616356,1555688,423295,1,7,36
624628,1563961,425541,1,7,37
630790,1570122,427214,1,7,38
637556,1576888,429051,1,7,39
641084,1580417,430009,1,7,40
5712,364674,116370,1,8,1
2696,361658,115416,1,8,2
1444,360407,115020,1,8,3
455,359417,114707,1,8,4
25,358987,114571,1,8,5
-723,358238,114334,1,8,6
-240,358722,114487,1,8,7
-44,358918,114549,1,8,8
-25,358937,114555,1,8,9
480,359442,114715,1,8,10
926,359888,114856,1,8,11
1033,359996,114890,1,8,12
1400,360362,115006,1,8,13
2004,360966,115197,1,8,14
2295,361257,115289,1,8,15
2785,361747,115444,1,8,16
3445,362408,115653,1,8,17
3825,362787,115773,1,8,18
4710,363672,116053,1,8,19
5206,364169,116210,1,8,20
5484,364447,116298,1,8,21
6243,365205,116538,1,8,22
6739,365702,116695,1,8,23
7523,366486,116943,1,8,24
7994,366957,117092,1,8,25
8614,367576,117288,1,8,26
8766,367728,117336,1,8,27
9525,368487,117576,1,8,28
11156,370118,118092,1,8,29
11823,370785,118303,1,8,30
11595,370558,118231,1,8,31
11700,370662,118264,1,8,32
11826,370788,118304,1,8,33
12044,371006,118373,1,8,34
12076,371038,118383,1,8,35
11883,370845,118322,1,8,36
12322,371285,118461,1,8,37
12898,371860,118643,1,8,38
13043,372005,118689,1,8,39
13438,372401,118814,1,8,40
11189,290389,77585,1,9,1
6378,285578,76308,1,9,2
3337,282538,75501,1,9,3
1190,280391,74931,1,9,4
-86,279113,74592,1,9,5
0,279200,74615,1,9,6
-599,278601,74456,1,9,7
-685,278514,74433,1,9,8
655,279856,74789,1,9,9
994,280195,74879,1,9,10
1036,280236,74890,1,9,11
550,279750,74761,1,9,12
1182,280383,74929,1,9,13
764,279965,74818,1,9,14
1578,280779,75034,1,9,15
1717,280918,75071,1,9,16
1495,280696,75012,1,9,17
2000,281201,75146,1,9,18
2094,281295,75171,1,9,19
2625,281826,75312,1,9,20
2294,281494,75224,1,9,21
2976,282176,75405,1,9,22
2855,282056,75373,1,9,23
3631,282832,75579,1,9,24
4539,283740,75820,1,9,25
4731,283932,75871,1,9,26
5119,284320,75974,1,9,27
5153,284354,75983,1,9,28
5556,284757,76090,1,9,29
5869,285070,76173,1,9,30
5466,284667,76066,1,9,31
5609,284810,76104,1,9,32
5289,284489,76019,1,9,33
5059,284260,75958,1,9,34
5632,284832,76110,1,9,35
5899,285100,76181,1,9,36
5952,285153,76195,1,9,37
6483,285684,76336,1,9,38
6604,285804,76368,1,9,39
6777,285978,76414,1,9,40
56805,863694,235189,1,10,1
37876,844765,230046,1,10,2
32160,839049,228493,1,10,3
23356,830245,226101,1,10,4
16408,823296,224213,1,10,5
12006,818894,223017,1,10,6
8837,815725,222156,1,10,7
-2381,804507,219108,1,10,8
-7228,799659,217791,1,10,9
-9661,797227,217130,1,10,10
-10522,796365,216896,1,10,11
-10195,796693,216985,1,10,12
-6595,800293,217963,1,10,13
2381,809269,220402,1,10,14
20938,827827,225444,1,10,15
47505,854393,232662,1,10,16
79750,886639,241423,1,10,17
116335,923224,251363,1,10,18
154120,961009,261629,1,10,19
192269,999158,271994,1,10,20
229848,1036736,282204,1,10,21
267080,1073969,292320,1,10,22
302686,1109575,301994,1,10,23
335616,1142505,310941,1,10,24
366658,1173547,319375,1,10,25
394973,1201862,327068,1,10,26
421234,1228123,334203,1,10,27
445647,1252536,340836,1,10,28
470432,1277321,347570,1,10,29
484941,1291830,351512,1,10,30
499943,1306832,355588,1,10,31
515405,1322294,359789,1,10,32
527794,1334683,363155,1,10,33
539424,1346313,366315,1,10,34
550418,1357307,369302,1,10,35
560459,1367348,372030,1,10,36
568869,1375758,374315,1,10,37
576514,1383402,376392,1,10,38
583337,1390226,378246,1,10,39
589708,1396597,379977,1,10,40
48898,836085,224841,1,11,1
34635,821821,221013,1,11,2
28699,815886,219420,1,11,3
19358,806544,216913,1,11,4
12007,799193,214940,1,11,5
6202,793388,213382,1,11,6
1987,789174,212251,1,11,7
-1987,785198,211184,1,11,8
-3381,783804,210810,1,11,9
-9018,778167,209297,1,11,10
-12055,775130,208482,1,11,11
-11932,775253,208515,1,11,12
-7837,779348,209614,1,11,13
2274,789460,212328,1,11,14
21277,808463,217428,1,11,15
50109,837296,225166,1,11,16
83823,871009,234214,1,11,17
121180,908366,244240,1,11,18
159491,946678,254522,1,11,19
198488,985674,264988,1,11,20
234907,1022093,274762,1,11,21
270252,1057438,284248,1,11,22
303928,1091114,293286,1,11,23
334333,1121519,301446,1,11,24
363157,1150344,309182,1,11,25
390085,1177272,316409,1,11,26
414547,1201733,322974,1,11,27
436661,1223847,328909,1,11,28
458757,1245943,334839,1,11,29
475863,1263049,339430,1,11,30
490983,1278169,343488,1,11,31
505202,1292388,347304,1,11,32
516954,1304140,350458,1,11,33
528158,1315344,353465,1,11,34
538192,1325379,356158,1,11,35
546915,1334101,358499,1,11,36
555246,1342433,360735,1,11,37
562352,1349538,362642,1,11,38
568392,1355578,364263,1,11,39
573798,1360985,365714,1,11,40
52844,830855,281843,1,12,1
37207,815217,276558,1,12,2
30041,808051,274136,1,12,3
22395,800405,271552,1,12,4
16063,794073,269412,1,12,5
9202,787212,267093,1,12,6
5231,783241,265751,1,12,7
352,778362,264102,1,12,8
-5074,772935,262268,1,12,9
-9888,768121,260641,1,12,10
-10965,767044,260277,1,12,11
-11737,766272,260016,1,12,12
-8302,769707,261177,1,12,13
-352,777657,263864,1,12,14
16622,794632,269601,1,12,15
42500,820510,278347,1,12,16
74894,852904,289295,1,12,17
110722,888732,301404,1,12,18
149362,927372,314463,1,12,19
187510,965520,327356,1,12,20
223685,1001695,339582,1,12,21
259105,1037115,351553,1,12,22
292449,1070459,362822,1,12,23
324067,1102077,373508,1,12,24
353907,1131917,383593,1,12,25
380942,1158952,392730,1,12,26
404769,1182779,400783,1,12,27
426549,1204559,408144,1,12,28
446409,1224419,414856,1,12,29
463266,1241276,420553,1,12,30
478344,1256354,425649,1,12,31
491892,1269902,430228,1,12,32
503967,1281977,434309,1,12,33
514137,1292147,437746,1,12,34
523951,1301962,441063,1,12,35
531846,1309856,443731,1,12,36
539379,1317389,446277,1,12,37
545368,1323378,448301,1,12,38
551815,1329825,450480,1,12,39
555972,1333982,451885,1,12,40
12667,751175,208932,1,13,1
6899,745407,207333,1,13,2
6397,744906,207194,1,13,3
3591,742099,206416,1,13,4
1491,740000,205834,1,13,5
243,738751,205488,1,13,6
-1257,737251,205072,1,13,7
-1289,737218,205063,1,13,8
-395,738113,205311,1,13,9
-117,738391,205388,1,13,10
-456,738052,205294,1,13,11
-477,738030,205288,1,13,12
-957,737550,205155,1,13,13
117,738625,205453,1,13,14
3533,742041,206400,1,13,15
10098,748607,208220,1,13,16
23835,762344,212028,1,13,17
46767,785276,218385,1,13,18
79872,818381,227562,1,13,19
120780,859288,238902,1,13,20
166017,904525,251442,1,13,21
211563,950072,264068,1,13,22
254022,992531,275838,1,13,23
294118,1032627,286953,1,13,24
330924,1069433,297156,1,13,25
364632,1103140,306500,1,13,26
394548,1133056,314793,1,13,27
421607,1160115,322294,1,13,28
446090,1184598,329081,1,13,29
466450,1204958,334725,1,13,30
483123,1221632,339347,1,13,31
498036,1236545,343481,1,13,32
509374,1247883,346624,1,13,33
519190,1257698,349345,1,13,34
527945,1266453,351772,1,13,35
535838,1274346,353960,1,13,36
541682,1280190,355580,1,13,37
546678,1285187,356965,1,13,38
550704,1289212,358081,1,13,39
553197,1291705,358772,1,13,40
13479,762529,181521,1,14,1
6876,755926,179954,1,14,2
6565,755615,179880,1,14,3
3054,752105,179047,1,14,4
796,749846,178511,1,14,5
-737,748312,178147,1,14,6
-101,748948,178298,1,14,7
-863,748186,178117,1,14,8
-21,749029,178317,1,14,9
-189,748860,178277,1,14,10
0,749050,178322,1,14,11
-134,748915,178290,1,14,12
640,749690,178474,1,14,13
3472,752522,179146,1,14,14
9341,758392,180539,1,14,15
21111,770161,183332,1,14,16
40755,789805,187994,1,14,17
71748,820798,195349,1,14,18
111184,860234,204708,1,14,19
155391,904441,215199,1,14,20
199897,948947,225761,1,14,21
243564,992615,236124,1,14,22
284948,1033998,245945,1,14,23
324031,1073081,255220,1,14,24
360130,1109180,263787,1,14,25
391847,1140897,271314,1,14,26
420842,1169893,278195,1,14,27
446690,1195740,284329,1,14,28
471340,1220390,290179,1,14,29
491006,1240056,294846,1,14,30
508219,1257269,298931,1,14,31
523229,1272279,302493,1,14,32
535474,1284524,305399,1,14,33
546375,1295425,307986,1,14,34
556202,1305252,310318,1,14,35
563449,1312499,312038,1,14,36
569707,1318757,313523,1,14,37
575252,1324302,314839,1,14,38
579533,1328583,315855,1,14,39
582285,1331335,316508,1,14,40
-2794,793258,189869,1,15,1
-923,795129,190316,1,15,2
48,796100,190548,1,15,3
-609,795443,190391,1,15,4
-755,795296,190356,1,15,5
-726,795326,190363,1,15,6
-1203,794848,190249,1,15,7
-525,795527,190411,1,15,8
-918,795133,190317,1,15,9
-948,795104,190310,1,15,10
-261,795790,190474,1,15,11
261,796314,190599,1,15,12
1831,797884,190974,1,15,13
3929,799981,191475,1,15,14
8789,804842,192636,1,15,15
16103,812156,194383,1,15,16
30154,826207,197739,1,15,17
55077,851130,203692,1,15,18
93644,889697,212904,1,15,19
143047,939100,224704,1,15,20
196724,992777,237525,1,15,21
251963,1048015,250719,1,15,22
306113,1102166,263653,1,15,23
357065,1153117,275823,1,15,24
404516,1200569,287157,1,15,25
448275,1244328,297609,1,15,26
489409,1285462,307434,1,15,27
524342,1320395,315778,1,15,28
555818,1351870,323296,1,15,29
581762,1377815,329493,1,15,30
604680,1400733,334967,1,15,31
622934,1418987,339327,1,15,32
636352,1432405,342532,1,15,33
649469,1445522,345665,1,15,34
659412,1455465,348040,1,15,35
668116,1464169,350119,1,15,36
676494,1472546,352120,1,15,37
682175,1478228,353477,1,15,38
686425,1482477,354492,1,15,39
688874,1484926,355077,1,15,40
7211,244213,66263,1,16,1
3504,240506,65265,1,16,2
1268,238270,64663,1,16,3
143,237144,64360,1,16,4
-91,236910,64297,1,16,5
-388,236613,64217,1,16,6
91,237092,64346,1,16,7
235,237237,64385,1,16,8
811,237813,64540,1,16,9
1149,238151,64631,1,16,10
1550,238552,64739,1,16,11
1309,238311,64674,1,16,12
1368,238370,64690,1,16,13
1569,238571,64744,1,16,14
1948,238949,64846,1,16,15
2297,239299,64940,1,16,16
2880,239882,65097,1,16,17
2750,239752,65062,1,16,18
3441,240443,65248,1,16,19
3838,240840,65355,1,16,20
3875,240877,65365,1,16,21
4347,241349,65492,1,16,22
4555,241557,65548,1,16,23
4979,241980,65662,1,16,24
5250,242251,65735,1,16,25
5748,242749,65869,1,16,26
5900,242902,65910,1,16,27
6134,243136,65973,1,16,28
6884,243886,66175,1,16,29
7400,244402,66314,1,16,30
7263,244265,66277,1,16,31
7259,244261,66276,1,16,32
7378,244380,66308,1,16,33
7590,244592,66365,1,16,34
7363,244365,66304,1,16,35
7181,244183,66255,1,16,36
7389,244391,66311,1,16,37
8143,245145,66514,1,16,38
8262,245264,66546,1,16,39
8400,245401,66583,1,16,40
